Voltage_measured,Current_measured,Temperature_measured,Voltage_charge,Time,Cycle_Number,Normalized_Voltage
3.037864309,-2.014469248,37.8663932,2.086,3054.844,52,
3.008763398,-2.013072093,37.94498242,2.059,3064.219,52,
2.975848158,-2.010361166,38.04603561,2.029,3073.594,52,
2.937671236,-2.013546435,38.18810199,1.994,3082.969,52,
2.892893444,-2.010286636,38.23689206,1.954,3092.312,52,
2.840224878,-2.011252972,38.3452717,1.906,3101.828,52,
2.778519582,-2.013010765,38.46970614,1.851,3111.312,52,
2.704357044,-2.011168138,38.61423103,1.785,3120.844,52,
2.61294212,-2.011990549,38.74877822,1.706,3130.359,52,
2.984327999,-0.000135735,38.9203599,0,3140.047,52,
3.062869669,-0.00084055,38.8597107,0,3149.719,52,
3.119265717,-0.000628037,38.77718444,0,3159.375,52,
3.163519462,0.001289453,38.71125874,0,3169.094,52,
3.198192323,-0.005761895,38.58675484,0,3178.734,52,
3.226012114,-0.003162107,38.44804934,0,3188.359,52,
3.249630432,-0.000514596,38.2859938,0,3197.984,52,
3.26983462,-0.001058863,38.14191684,0,3207.641,52,
3.287612968,-0.000449476,37.97041147,0,3217.25,52,
3.303565599,-0.001168768,37.83944009,0,3226.984,52,
3.317722883,-0.001343106,37.67811024,0,3236.594,52,
3.330261196,-0.002571243,37.4869942,0,3246.281,52,
3.342062234,-0.001258909,37.35244433,0,3255.891,52,
3.352855281,-0.003677569,37.11383317,0,3265.656,52,
4.199305653,-0.002124453,24.33608487,0,0,53,0.99
4.198848879,0.000318829,24.32803846,4.214,9.39,53,0.99
4.007716461,-2.011134894,24.34338483,3.012,19.531,53,0.86
3.992258155,-2.012323321,24.40937669,2.997,28.89,53,0.85
3.980293706,-2.012984024,24.48864158,2.991,38.203,53,0.84
3.970289235,-2.013356729,24.57748553,2.983,47.578,53,0.83
3.961296674,-2.011814724,24.6801884,2.973,56.921,53,0.83
3.953273213,-2.012924262,24.77388401,2.959,66.328,53,0.82
3.946073847,-2.013202324,24.87118863,2.951,75.656,53,0.81
3.939575217,-2.014128847,24.96994071,2.943,85.062,53,0.81
3.933290362,-2.011109057,25.06742066,2.939,94.421,53,0.8
3.927464585,-2.011261392,25.17024614,2.933,103.796,53,0.8
3.922267089,-2.011125136,25.27475982,2.929,113.125,53,0.79
3.917164665,-2.014000948,25.37058531,2.926,122.531,53,0.79
3.912174644,-2.009828392,25.46784499,2.923,131.906,53,0.79
3.907597118,-2.008904951,25.57362702,2.918,141.234,53,0.78
3.903184545,-2.011883957,25.67576425,2.915,150.64,53,0.78
3.898796923,-2.015418902,25.78428998,2.911,159.968,53,0.78
3.89467268,-2.015407626,25.88359774,2.908,169.312,53,0.77
3.890728249,-2.010861744,25.97487368,2.905,178.734,53,0.77
3.88672154,-2.01152765,26.07420614,2.901,188.125,53,0.77
3.883038637,-2.012972321,26.17900706,2.898,197.468,53,0.77
3.879227098,-2.013369081,26.26692602,2.895,206.843,53,0.76
3.875628502,-2.012980266,26.37031595,2.891,216.218,53,0.76
3.872131904,-2.014079552,26.46986073,2.888,225.609,53,0.76
3.868671607,-2.013721776,26.56313735,2.884,234.968,53,0.76
3.865254495,-2.011378526,26.66110534,2.881,244.328,53,0.76
3.862085596,-2.01345938,26.76356648,2.879,253.671,53,0.75
3.858674095,-2.013526556,26.84127814,2.875,263.046,53,0.75
3.855781591,-2.011401166,26.94041653,2.873,272.375,53,0.75
3.852389933,-2.012080815,27.03237439,2.869,281.796,53,0.75
3.849577579,-2.010191755,27.11448431,2.867,291.171,53,0.75
3.846645756,-2.009736805,27.2043352,2.864,300.531,53,0.74
3.843836218,-2.011649184,27.29724086,2.861,309.89,53,0.74
3.84114025,-2.012595537,27.3844283,2.859,319.218,53,0.74
3.838389648,-2.014150083,27.47680539,2.856,328.625,53,0.74
3.835617649,-2.014084732,27.55753437,2.854,337.937,53,0.73
3.833033999,-2.012561269,27.66683969,2.851,347.359,53,0.73
3.830239315,-2.014827485,27.76312352,2.848,356.718,53,0.73
3.827757905,-2.011907207,27.83308312,2.845,366.078,53,0.73
3.825177154,-2.012739493,27.92611028,2.843,375.437,53,0.72
3.822158029,-2.013393016,28.00831396,2.841,384.796,53,0.72
3.819872806,-2.010642746,28.09000972,2.837,394.218,53,0.72
3.817099431,-2.011646437,28.1849538,2.835,403.609,53,0.72
3.81434199,-2.013235073,28.26981051,2.832,412.984,53,0.72
3.811598725,-2.013332593,28.34433435,2.829,422.281,53,0.71
3.808565541,-2.015078433,28.43315197,2.827,431.593,53,0.71
3.80594361,-2.013816071,28.51583034,2.825,440.968,53,0.71
3.803114814,-2.012901671,28.60543317,2.822,450.343,53,0.71
3.800219785,-2.012442175,28.68769223,2.819,459.703,53,0.7
3.797110606,-2.013186079,28.78727832,2.816,469.015,53,0.7
3.794092937,-2.011644384,28.85302712,2.813,478.406,53,0.7
3.791164074,-2.010569244,28.90895296,2.811,487.765,53,0.7
3.788019458,-2.012011174,29.00811273,2.809,497.109,53,0.69
3.785049696,-2.012020643,29.09833652,2.805,506.468,53,0.69
3.781783692,-2.014834805,29.1438299,2.803,515.812,53,0.69
3.778810737,-2.011935508,29.2587004,2.799,525.156,53,0.69
3.775673736,-2.013319149,29.3588649,2.795,534.515,53,0.69
3.77249193,-2.012723834,29.41511995,2.792,543.906,53,0.68
3.769354846,-2.011681798,29.46840226,2.789,553.281,53,0.68
3.766188824,-2.012215295,29.55966669,2.786,562.609,53,0.68
3.762973933,-2.012239788,29.61797989,2.783,572.015,53,0.68
3.759784052,-2.0127876,29.65625784,2.78,581.375,53,0.68
3.756777704,-2.012602882,29.7277411,2.777,590.75,53,0.67
3.753540259,-2.011387227,29.77568228,2.774,600.093,53,0.67
3.750612748,-2.013348713,29.81883551,2.771,609.468,53,0.67
3.747479417,-2.012490069,29.85518975,2.769,618.828,53,0.67
3.744565996,-2.013938024,29.90924693,2.765,628.218,53,0.67
3.741704917,-2.015496713,29.95719921,2.763,637.578,53,0.66
3.738965089,-2.013099853,29.97175928,2.76,646.984,53,0.66
3.736226626,-2.010771935,30.01944866,2.758,656.328,53,0.66
3.733627915,-2.014021202,30.00532246,2.754,665.64,53,0.66
3.731064835,-2.013279297,30.02433789,2.752,675.015,53,0.66
3.728744128,-2.012280908,30.05932275,2.75,684.375,53,0.66
3.726364531,-2.009417222,30.07430867,2.747,693.734,53,0.65
3.723882254,-2.011425876,30.06748613,2.745,703.046,53,0.65
3.721388245,-2.012602902,30.0867181,2.743,712.421,53,0.65
3.719010617,-2.016778062,30.10125751,2.741,721.781,53,0.65
3.716635005,-2.014251981,30.12398147,2.739,731.109,53,0.65
3.71432113,-2.011629099,30.09520478,2.737,740.5,53,0.64
3.712134449,-2.011738169,30.088635,2.735,749.843,53,0.64
3.709704487,-2.015506684,30.08102358,2.733,759.187,53,0.64
3.707804869,-2.010568972,30.10850918,2.731,768.546,53,0.64
3.705231072,-2.013075753,30.12228822,2.729,777.921,53,0.64
3.702873808,-2.01351249,30.13087192,2.727,787.281,53,0.64
3.70065214,-2.011686209,30.08175427,2.725,796.671,53,0.63
3.69840734,-2.009282905,30.07589959,2.723,806.046,53,0.63
3.696261899,-2.013522457,30.06725423,2.721,815.406,53,0.63
3.693975561,-2.011820552,30.0738371,2.718,824.75,53,0.63
3.691613972,-2.01111281,30.09922322,2.717,834.109,53,0.63
3.689233014,-2.011223855,30.13175023,2.715,843.484,53,0.63
3.686982812,-2.012464561,30.13357325,2.712,852.875,53,0.62
3.68466748,-2.012371841,30.10694145,2.709,862.265,53,0.62
3.682538024,-2.012117589,30.1368054,2.708,871.593,53,0.62
3.680352162,-2.009865023,30.10787265,2.706,880.937,53,0.62
3.677979177,-2.009240302,30.15590165,2.704,890.375,53,0.62
3.675845776,-2.014533242,30.18657611,2.701,899.703,53,0.62
3.673842404,-2.011900374,30.17646995,2.699,909.078,53,0.62
3.671393173,-2.014125091,30.15021776,2.697,918.437,53,0.61
3.669379469,-2.013440056,30.1398588,2.695,927.843,53,0.61
3.667127202,-2.012606282,30.14896172,2.694,937.218,53,0.61
3.66484487,-2.013905836,30.23876641,2.692,946.578,53,0.61
3.662834396,-2.009913955,30.19713691,2.69,955.937,53,0.61
3.660709863,-2.011259432,30.24864289,2.687,965.281,53,0.61
3.658437015,-2.013497348,30.29234206,2.685,974.687,53,0.6
3.656338456,-2.01336377,30.31150769,2.683,984,53,0.6
3.654188817,-2.012816853,30.3182878,2.682,993.421,53,0.6
3.652116327,-2.011761563,30.31435092,2.679,1002.781,53,0.6
3.650096184,-2.012493355,30.35583019,2.677,1012.156,53,0.6
3.647890515,-2.013653358,30.3813332,2.675,1021.531,53,0.6
3.646142599,-2.014397321,30.40633266,2.673,1030.859,53,0.6
3.643864561,-2.011585298,30.41628303,2.671,1040.171,53,0.6
3.641897608,-2.013499728,30.46484607,2.669,1049.562,53,0.59
3.639724568,-2.012871597,30.53580723,2.667,1058.937,53,0.59
3.637710747,-2.013688596,30.54512946,2.665,1068.343,53,0.59
3.635577541,-2.013127392,30.53823189,2.664,1077.75,53,0.59
3.633670392,-2.011053209,30.59506843,2.662,1087.125,53,0.59
3.631914948,-2.010878302,30.61652081,2.66,1096.437,53,0.59
3.629720571,-2.011652268,30.64066863,2.658,1105.781,53,0.59
3.627832448,-2.013606361,30.68136575,2.656,1115.14,53,0.58
3.625623895,-2.01103428,30.72875825,2.655,1124.453,53,0.58
3.623659518,-2.011669184,30.7888039,2.652,1133.812,53,0.58
3.621925366,-2.012778139,30.81315915,2.65,1143.187,53,0.58
3.620100896,-2.01293412,30.82479196,2.649,1152.578,53,0.58
3.61826916,-2.010744206,30.83094295,2.647,1162,53,0.58
3.616186273,-2.011366255,30.86321664,2.645,1171.39,53,0.58
3.614356902,-2.011826698,30.92047687,2.643,1180.765,53,0.58
3.612472105,-2.012419301,30.92995879,2.642,1190.156,53,0.58
3.610391284,-2.011789581,30.95625197,2.639,1199.515,53,0.57
3.608510011,-2.011213539,31.00430582,2.638,1208.89,53,0.57
3.606928296,-2.013478791,31.02881939,2.636,1218.265,53,0.57
3.604958779,-2.011010233,31.07712417,2.634,1227.593,53,0.57
3.603275049,-2.015703397,31.11370462,2.632,1236.968,53,0.57
3.601431988,-2.011917236,31.15703298,2.63,1246.343,53,0.57
3.599604595,-2.013398924,31.16872501,2.628,1255.703,53,0.57
3.59771731,-2.010975354,31.19339505,2.627,1265.062,53,0.57
3.59610278,-2.012615455,31.21560106,2.625,1274.484,53,0.56
3.59438462,-2.012399202,31.29487515,2.624,1283.843,53,0.56
3.592534542,-2.011575562,31.3172121,2.622,1293.218,53,0.56
3.590783878,-2.01174375,31.33645605,2.62,1302.578,53,0.56
3.589161546,-2.011288641,31.37969876,2.618,1311.921,53,0.56
3.587495146,-2.012734177,31.44103236,2.617,1321.281,53,0.56
3.585784133,-2.011773428,31.42350885,2.615,1330.609,53,0.56
3.583927657,-2.013669792,31.45451695,2.614,1339.968,53,0.56
3.582233695,-2.014419503,31.48555285,2.612,1349.39,53,0.56
3.580701151,-2.01181872,31.52245753,2.61,1358.796,53,0.56
3.578850094,-2.012228291,31.54270358,2.609,1368.234,53,0.55
3.577358762,-2.009369432,31.61086614,2.608,1377.578,53,0.55
3.575770073,-2.013344778,31.62195174,2.606,1386.968,53,0.55
3.574228531,-2.012638352,31.65879505,2.604,1396.296,53,0.55
3.572388403,-2.009169635,31.71694655,2.602,1405.687,53,0.55
3.570973625,-2.013120381,31.74268547,2.601,1415.046,53,0.55
3.569167104,-2.013720377,31.79123775,2.599,1424.406,53,0.55
3.567768664,-2.013342303,31.82128312,2.598,1433.781,53,0.55
3.566110671,-2.010272184,31.80243721,2.596,1443.125,53,0.55
3.56447149,-2.014140756,31.85105788,2.594,1452.484,53,0.54
3.563045633,-2.011214632,31.86974068,2.593,1461.812,53,0.54
3.561598092,-2.011875101,31.91154706,2.592,1471.203,53,0.54
3.559923877,-2.010378444,31.92201799,2.59,1480.609,53,0.54
3.55852871,-2.014043025,31.95089985,2.589,1489.937,53,0.54
3.556985579,-2.013080134,32.0000925,2.587,1499.343,53,0.54
3.555472858,-2.013057654,32.03281725,2.586,1508.687,53,0.54
3.55412323,-2.013019976,32.05469387,2.584,1518.078,53,0.54
3.552594641,-2.01184808,32.07654901,2.583,1527.39,53,0.54
3.551179559,-2.008697475,32.1425444,2.582,1536.796,53,0.54
3.549675461,-2.012245939,32.15142535,2.58,1546.14,53,0.53
3.54809935,-2.01121776,32.2075166,2.578,1555.5,53,0.53
3.546782871,-2.014600024,32.2657442,2.577,1564.859,53,0.53
3.5453391,-2.011861452,32.26649445,2.576,1574.25,53,0.53
3.544084017,-2.012778124,32.3032329,2.574,1583.625,53,0.53
3.54258412,-2.012927713,32.32004864,2.574,1592.968,53,0.53
3.541398541,-2.013363215,32.37329247,2.572,1602.375,53,0.53
3.539891921,-2.013037256,32.37465413,2.571,1611.718,53,0.53
3.53842452,-2.012040735,32.47733984,2.569,1621.078,53,0.53
3.537320457,-2.013102919,32.45185158,2.568,1630.437,53,0.52
3.535926783,-2.014052084,32.4884795,2.567,1639.765,53,0.52
3.534634975,-2.014993621,32.45588863,2.565,1649.203,53,0.52
3.533160515,-2.012781831,32.47918696,2.564,1658.546,53,0.52
3.531986796,-2.012509558,32.51438909,2.562,1667.859,53,0.52
3.530684823,-2.015305179,32.56008807,2.562,1677.296,53,0.52
3.529830897,-2.010255475,32.56705484,2.56,1686.656,53,0.52
3.528255768,-2.011798522,32.60592263,2.559,1696.031,53,0.52
3.527028565,-2.011396129,32.6352803,2.558,1705.468,53,0.51
3.525742222,-2.012684488,32.69633153,2.556,1714.875,53,0.51
3.524609542,-2.014741009,32.7396041,2.556,1724.203,53,0.51
3.523256749,-2.011086687,32.78536615,2.554,1733.546,53,0.51
3.522299798,-2.012803806,32.80917928,2.553,1742.875,53,0.51
3.520764819,-2.011739473,32.79716255,2.552,1752.234,53,0.51
3.519564815,-2.011134692,32.82813775,2.55,1761.625,53,0.51
3.518358473,-2.012855809,32.85324048,2.548,1770.984,53,0.51
3.517254508,-2.013496042,32.89007499,2.536,1780.359,53,0.5
3.516138369,-2.01665519,32.91149921,2.54,1789.718,53,0.5
3.514953227,-2.014279907,32.99624968,2.54,1799.093,53,0.5
3.514038994,-2.009832686,32.97819756,2.538,1808.453,53,0.5
3.51288253,-2.011105334,33.06136083,2.538,1817.812,53,0.5
3.511758136,-2.011637317,33.10601172,2.537,1827.171,53,0.5
3.510602772,-2.014786475,33.06573205,2.536,1836.515,53,0.5
3.509513092,-2.011491496,33.11248664,2.535,1845.937,53,0.49
3.508427622,-2.009953323,33.18395056,2.534,1855.296,53,0.49
3.507479096,-2.010885492,33.14324504,2.533,1864.703,53,0.49
3.506295361,-2.005965251,33.15894589,2.532,1874.046,53,0.49
3.505350359,-2.014242889,33.19217065,2.53,1883.406,53,0.49
3.504148339,-2.011228045,33.27362894,2.53,1892.765,53,0.49
3.503136142,-2.010627782,33.3675468,2.53,1902.125,53,0.48
3.5021196,-2.010428862,33.32617741,2.528,1911.515,53,0.48
3.500645759,-2.02060592,33.32385401,2.528,1920.875,53,0.48
3.499872857,-2.013457474,33.32631163,2.527,1930.234,53,0.48
3.498889214,-2.014742127,33.36377185,2.526,1939.593,53,0.48
3.49789961,-2.010625119,33.41404842,2.525,1948.984,53,0.48
3.49682827,-2.015416526,33.42785174,2.524,1958.312,53,0.47
3.495894997,-2.015555056,33.45847983,2.524,1967.671,53,0.47
3.494936158,-2.01220613,33.49884662,2.522,1977.078,53,0.47
3.493841353,-2.012087845,33.52404932,2.522,1986.468,53,0.47
3.492751538,-2.01151994,33.53486945,2.52,1995.875,53,0.46
3.491785516,-2.01317696,33.59289133,2.52,2005.171,53,0.46
3.490876404,-2.015077281,33.61791582,2.518,2014.562,53,0.46
3.489464685,-2.008256889,33.66704723,2.518,2023.921,53,0.46
3.48890303,-2.011422653,33.69380029,2.517,2033.281,53,0.45
3.487567892,-2.012867567,33.73271063,2.516,2042.671,53,0.45
3.486655383,-2.011020349,33.72213313,2.515,2052,53,0.45
3.485542964,-2.011737749,33.76392263,2.514,2061.328,53,0.44
3.484683066,-2.011549348,33.80566316,2.513,2070.75,53,0.44
3.483654397,-2.009552001,33.85050327,2.512,2080.093,53,0.44
3.482488995,-2.011139571,33.89475739,2.512,2089.484,53,0.43
3.481755838,-2.011504434,33.95253666,2.51,2098.843,53,0.43
3.480565417,-2.006915499,33.95449075,2.509,2108.265,53,0.43
3.479513754,-2.014663391,33.95023451,2.508,2117.64,53,0.42
3.478284838,-2.012736758,33.97132827,2.507,2127.062,53,0.42
3.477496605,-2.011842953,34.01645729,2.506,2136.421,53,0.41
3.47640676,-2.012893856,34.09298277,2.506,2145.765,53,0.41
3.475620095,-2.01125081,34.11744682,2.504,2155.078,53,0.4
3.474308163,-2.011091802,34.19666228,2.503,2164.437,53,0.4
3.473272107,-2.010812823,34.13893207,2.502,2173.828,53,0.39
3.472161337,-2.011788451,34.16145383,2.501,2183.203,53,0.39
3.47098568,-2.011286966,34.24314698,2.5,2192.578,53,0.38
3.470007137,-2.010190204,34.29206712,2.499,2201.937,53,0.37
3.468977197,-2.011486422,34.24169931,2.498,2211.296,53,0.37
3.467865575,-2.011910852,34.29008734,2.496,2220.671,53,0.36
3.466830517,-2.011596298,34.34305992,2.495,2230.031,53,0.35
3.465756744,-2.009234635,34.34759105,2.494,2239.39,53,0.35
3.464545669,-2.011553987,34.44050067,2.493,2248.765,53,0.34
3.463230128,-2.011897012,34.50487806,2.492,2258.125,53,0.33
3.462115287,-2.013728565,34.43725823,2.491,2267.484,53,0.32
3.460981027,-2.012047943,34.51305417,2.49,2276.796,53,0.31
3.459964405,-2.010831493,34.51466998,2.488,2286.171,53,0.3
3.458724742,-2.015560974,34.51618964,2.487,2295.593,53,0.29
3.457553874,-2.012788098,34.60005464,2.486,2304.984,53,0.28
3.45668978,-2.013508649,34.62178043,2.485,2314.343,53,0.27
3.45526635,-2.014210922,34.61276831,2.484,2323.718,53,0.26
3.453948543,-2.013057308,34.73017529,2.483,2333.14,53,0.24
3.452740804,-2.011826382,34.7378613,2.482,2342.484,53,0.23
3.451362206,-2.011947143,34.8465596,2.48,2351.796,53,0.21
3.450306111,-2.012501758,34.83683411,2.479,2361.156,53,0.18
3.448966092,-2.009988076,34.85102127,2.478,2370.531,53,0.15
3.447646818,-2.012852201,34.87563223,2.477,2379.906,53,0.11
3.446401156,-2.01255369,34.92045025,2.476,2389.312,53,0.32
3.445346782,-2.013429755,34.91418063,2.474,2398.64,53,0.37
3.443787912,-2.01173657,35.03121554,2.473,2407.984,53,0.41
3.442391911,-2.011864415,35.04699379,2.471,2417.437,53,0.43
3.441176204,-2.013457916,34.96875723,2.47,2426.796,53,0.45
3.439676403,-2.011501494,35.07076048,2.469,2436.203,53,0.47
3.438224699,-2.011737191,35.14889146,2.468,2445.562,53,0.49
3.43685407,-2.013292138,35.1626483,2.466,2454.906,53,0.5
3.435288927,-2.012145162,35.24312928,2.464,2464.265,53,0.51
3.433930844,-2.010768792,35.27165532,2.463,2473.609,53,0.52
3.432337941,-2.013106026,35.32140364,2.462,2482.953,53,0.53
3.430916544,-2.013757787,35.34356036,2.46,2492.296,53,0.54
3.429430045,-2.012914754,35.42465114,2.459,2501.703,53,0.54
3.427794551,-2.013624553,35.39621949,2.458,2511.062,53,0.55
3.426097748,-2.012515482,35.38359002,2.456,2520.453,53,0.56
3.424631692,-2.013147224,35.49476412,2.454,2529.812,53,0.56
3.422892856,-2.013079601,35.5405328,2.453,2539.203,53,0.57
3.421313445,-2.011861465,35.57992872,2.451,2548.593,53,0.57
3.419447866,-2.01170259,35.60155497,2.45,2557.921,53,0.58
3.417832158,-2.011333,35.55054098,2.448,2567.265,53,0.58
3.41594727,-2.011987435,35.57412737,2.446,2576.671,53,0.59
3.414205762,-2.01182298,35.65215404,2.444,2586.046,53,0.59
3.412227557,-2.011679851,35.76501837,2.442,2595.406,53,0.59
3.410467522,-2.013886416,35.79879473,2.44,2604.765,53,0.6
3.408476093,-2.013837319,35.83731104,2.438,2614.156,53,0.6
3.406480683,-2.012502416,35.88199667,2.436,2623.515,53,0.6
3.404375834,-2.014271083,35.95167839,2.434,2632.875,53,0.61
3.402171893,-2.011843677,35.9517424,2.432,2642.203,53,0.61
3.400200707,-2.01336381,36.00281727,2.43,2651.531,53,0.61
3.397777919,-2.010502492,35.96674874,2.428,2660.953,53,0.61
3.395525658,-2.014191669,36.05860527,2.426,2670.312,53,0.62
3.393178845,-2.013178747,36.07431138,2.423,2679.687,53,0.62
3.390617637,-2.013043242,36.1713216,2.421,2689.015,53,0.62
3.388181096,-2.01222436,36.17357322,2.418,2698.453,53,0.62
3.385202327,-2.010946739,36.24888044,2.416,2707.812,53,0.62
3.382400721,-2.010313362,36.15813631,2.413,2717.171,53,0.63
3.379667459,-2.012170819,36.29792828,2.41,2726.546,53,0.63
3.376403945,-2.013560901,36.3432778,2.408,2735.921,53,0.63
3.373331161,-2.012205584,36.37196401,2.404,2745.312,53,0.63
3.369877572,-2.012409731,36.34074172,2.401,2754.671,53,0.63
3.366269339,-2.011518921,36.4273339,2.398,2764,53,0.64
3.362647525,-2.011248443,36.55964474,2.394,2773.375,53,0.64
3.358700417,-2.013982755,36.61393684,2.39,2782.765,53,0.64
3.354573125,-2.014241757,36.59537175,2.386,2792.125,53,0.64
3.349995088,-2.010974559,36.58032541,2.382,2801.5,53,0.64
3.345233261,-2.014865776,36.68719244,2.377,2810.828,53,
3.340343871,-2.013436365,36.72311784,2.372,2820.203,53,
3.335056037,-2.011989537,36.79038809,2.368,2829.609,53,
3.329340993,-2.011453087,36.82279218,2.362,2838.921,53,
3.323259517,-2.012167556,36.92666994,2.356,2848.343,53,
3.316926066,-2.011140251,36.99169658,2.35,2857.671,53,
3.310051461,-2.009532667,37.06111215,2.344,2867.031,53,
3.302820035,-2.011159772,37.09070264,2.337,2876.453,53,
3.295041427,-2.012887251,37.08795886,2.33,2885.812,53,
3.286730659,-2.012446192,37.2075611,2.322,2895.156,53,
3.277764192,-2.011190879,37.18369834,2.313,2904.5,53,
3.268095189,-2.011726327,37.30867924,2.304,2913.921,53,
3.258252555,-2.013230631,37.39378498,2.295,2923.343,53,
3.247634988,-2.011127271,37.42870968,2.285,2932.671,53,
3.236251584,-2.011701115,37.44001473,2.273,2942.031,53,
3.223950848,-2.013047001,37.49506001,2.262,2951.359,53,
3.210713318,-2.011921397,37.63104161,2.249,2960.765,53,
3.196905725,-2.011755003,37.66848055,2.236,2970.125,53,
3.18174195,-2.014588611,37.73130538,2.221,2979.5,53,
3.165647493,-2.012005441,37.79195471,2.206,2988.843,53,
3.148421388,-2.0120648,37.87575606,2.19,2998.234,53,
3.129499994,-2.009592996,38.00213479,2.172,3007.656,53,
3.10961817,-2.012531173,38.06215027,2.152,3017,53,
3.087579049,-2.011481144,38.0781042,2.131,3026.359,53,
3.063797717,-2.009226164,38.21851377,2.109,3035.718,53,
3.037822382,-2.014055892,38.30964138,2.085,3045.062,53,
3.008619485,-2.010027725,38.43360301,2.058,3054.437,53,
2.975926626,-2.014063562,38.4945338,2.027,3063.812,53,
2.937792482,-2.018545384,38.44635416,1.993,3073.171,53,
2.893080869,-2.013152369,38.58565562,1.952,3082.703,53,
2.840676606,-2.013318271,38.73895101,1.906,3092.265,53,
2.779425913,-2.011965172,38.88028013,1.85,3101.796,53,
2.705994856,-2.011121645,39.05003729,1.784,3111.296,53,
2.615719844,-2.012915005,39.08699606,1.706,3120.796,53,
2.985140923,-0.000288563,39.1892447,0,3130.484,53,
3.063573096,-0.003072953,39.23273115,0,3140.125,53,
3.120213966,-0.003759338,39.21916752,0,3149.781,53,
3.164073121,-0.001742849,39.09863701,0,3159.406,53,
3.198903903,0.001035233,38.98518572,0,3169.078,53,
3.227068122,-0.001836415,38.86211009,0,3178.718,53,
3.251039826,-0.001424482,38.69488982,0,3188.531,53,
3.271439551,-0.002786876,38.42742954,0,3198.25,53,
3.289281692,-0.001090347,38.31227977,0,3207.859,53,
3.305420721,-0.00486509,38.1725126,0,3217.531,53,
3.319596509,-0.000770294,38.01636246,0,3227.156,53,
3.332459684,-0.002925312,37.92539935,0,3236.765,53,
3.344097837,0.000576379,37.72459491,0,3246.406,53,
3.355079618,0.000390239,37.57197682,0,3256.203,53,
3.365152082,-0.001924144,37.44763048,0,3266.093,53,
4.198949735,-0.002720065,24.12428042,0,0,54,0.99
4.198412492,0.001368625,24.12159109,4.214,9.36,54,0.99
4.006281786,-2.010686491,24.13678056,3.026,19.641,54,0.86
3.991066015,-2.014445546,24.20190218,3.006,28.969,54,0.85
3.978764974,-2.015859951,24.28241996,2.999,38.391,54,0.84
3.968271989,-2.010983329,24.37840429,2.991,47.75,54,0.83
3.959497823,-2.012206812,24.45899678,2.982,57.11,54,0.83
3.951533451,-2.011888747,24.56631514,2.967,66.5,54,0.82
3.944354789,-2.012278055,24.6613102,2.957,75.844,54,0.81
3.937560093,-2.015176785,24.76535632,2.951,85.219,54,0.81
3.931341814,-2.014006314,24.87627556,2.945,94.594,54,0.8
3.925449103,-2.011707004,24.97042807,2.942,103.985,54,0.8
3.91998443,-2.012060821,25.07924182,2.937,113.297,54,0.79
3.915001577,-2.013381796,25.18335043,2.933,122.688,54,0.79
3.91004822,-2.010878752,25.2762778,2.929,132.063,54,0.79
3.905321762,-2.011374154,25.37042808,2.925,141.438,54,0.78
3.900831767,-2.010899922,25.47366903,2.921,150.782,54,0.78
3.896437684,-2.011799247,25.5728915,2.918,160.125,54,0.78
3.892332574,-2.012591707,25.66757018,2.915,169.532,54,0.77
3.888329297,-2.012867237,25.77166553,2.912,178.86,54,0.77
3.884394488,-2.012193758,25.87724021,2.909,188.266,54,0.77
3.880469326,-2.012008763,25.9813628,2.905,197.61,54,0.77
3.876731909,-2.011132113,26.06940819,2.903,207.016,54,0.76
3.873203828,-2.01125311,26.14802856,2.899,216.391,54,0.76
3.869572822,-2.011959108,26.26005016,2.896,225.782,54,0.76
3.866039067,-2.01148527,26.35403944,2.893,235.157,54,0.76
3.862729814,-2.009322855,26.44608941,2.89,244.532,54,0.76
3.859544346,-2.011983572,26.52753861,2.887,253.922,54,0.75
3.856187902,-2.012763991,26.6286473,2.883,263.266,54,0.75
3.853102789,-2.015357396,26.71861878,2.881,272.594,54,0.75
3.850097812,-2.011658843,26.81140167,2.878,281.922,54,0.75
3.847178347,-2.015756157,26.89876878,2.875,291.25,54,0.75
3.844224243,-2.010021988,26.99380099,2.872,300.61,54,0.74
3.841492664,-2.014336197,27.07286605,2.869,310.032,54,0.74
3.838523336,-2.013917238,27.1754033,2.867,319.438,54,0.74
3.836069562,-2.015274336,27.258766,2.864,328.766,54,0.74
3.833289435,-2.009141629,27.3520901,2.862,338.188,54,0.73
3.830647884,-2.013265018,27.43978401,2.859,347.547,54,0.73
3.827799697,-2.013145834,27.52305614,2.857,356.844,54,0.73
3.825290384,-2.015054839,27.62070276,2.854,366.297,54,0.73
3.822626092,-2.014787957,27.70960008,2.852,375.657,54,0.72
3.819898456,-2.011339095,27.80871923,2.849,384.985,54,0.72
3.817296981,-2.010948337,27.89359397,2.846,394.329,54,0.72
3.814452233,-2.011853754,27.98448769,2.844,403.75,54,0.72
3.811699467,-2.011925899,28.06165069,2.841,413.125,54,0.72
3.808917246,-2.013912758,28.1700697,2.838,422.485,54,0.71
3.805846884,-2.011913719,28.23276963,2.836,431.844,54,0.71
3.803330792,-2.013637867,28.29850267,2.833,441.204,54,0.71
3.800285958,-2.014501729,28.38679104,2.831,450.563,54,0.71
3.797424146,-2.009928598,28.50792882,2.828,459.907,54,0.7
3.794350267,-2.01239412,28.60919757,2.825,469.329,54,0.7
